DepMap_ID	source	improve_sample_id	improve_chem_id	study	auc	ic50	ec50	ec50se	r2fit	einf	hs	aac1	auc1	dss1
ACH-000996	gCSI	ACH-000996	Drug_1163	237308	0.9736		6.178	0.1253	0.9431	0.9274	4.0	0.0224	0.9776	0.0
ACH-000555	gCSI	ACH-000555	Drug_883	239178	0.8007	4.0	4.0	6.681	0.888	0.0	0.2386	0.1847	0.8153	0.0984
ACH-000449	gCSI	ACH-000449	Drug_1087	242257	0.8007	4.008	6.083	0.8878	0.8682	0.447	0.4697	0.2184	0.7816	0.1423
ACH-000733	gCSI	ACH-000733	Drug_865	240079	0.7838		8.335	0.1823	0.8417	0.7008	2.154	0.1832	0.8168	0.1243
ACH-001306	gCSI	ACH-001306	Drug_1127	241584	0.5555	7.196	7.377	0.0778	0.9827	0.2101	1.306	0.3838	0.6162	0.3436
ACH-000114	gCSI	ACH-000114	Drug_1127	241949	0.5718	7.687	7.891	0.0451	0.9868	0.3397	2.422	0.4097	0.5903	0.3716
ACH-000859	gCSI	ACH-000859	Drug_988	237695	0.397	7.658	7.663	0.0154	0.9989	0.0123	2.308	0.4305	0.5695	0.4122
ACH-000966	gCSI	ACH-000966	Drug_435	240970	0.6539	6.672	6.745	0.105	0.9611	0.2433	4.0	0.4057	0.5943	0.3818
ACH-000633	gCSI	ACH-000633	Drug_988	237640	0.4931	7.436	7.468	0.0318	0.9904	0.123	3.84	0.3375	0.6625	0.322
ACH-001306	gCSI	ACH-001306	Drug_435	240777	0.8346	4.992	4.992	0.6499	0.9939	0.0	4.0	0.0787	0.9213	0.0686
ACH-000202	gCSI	ACH-000202	Drug_501	239630	0.8729		7.481	0.6126	0.3846	0.7808	1.052	0.1416	0.8584	0.068
ACH-000024	gCSI	ACH-000024	Drug_1105	238655	0.3537	7.911	7.913	0.0095	0.9993	0.0091	3.238	0.3612	0.6388	0.3481
ACH-000776	gCSI	ACH-000776	Drug_988	237842	0.4599	7.24	7.24	0.018	0.9987	0.0	2.128	0.3252	0.6748	0.3059
ACH-000927	gCSI	ACH-000927	Drug_883	239195	0.9075		5.795	0.5513	0.9411	0.6963	0.7058	0.0748	0.9252	0.0259
ACH-000383	gCSI	ACH-000383	Drug_865	240262	0.3206	8.711	8.785	0.0196	0.9976	0.1479	2.055	0.6216	0.3784	0.591
ACH-000880	gCSI	ACH-000880	Drug_1127	241597	0.4967	7.534	7.644	0.0543	0.988	0.1714	1.65	0.4605	0.5395	0.4267
ACH-000946	gCSI	ACH-000946	Drug_1105	238520	0.3259	8.509	8.543	0.0166	0.9985	0.1098	3.17	0.4716	0.5284	0.4526
ACH-000330	gCSI	ACH-000330	Drug_865	240055	0.8228		8.265	0.143	0.8972	0.7507	2.694	0.148	0.852	0.0906
ACH-000657	gCSI	ACH-000657	Drug_895	240379	0.6809	6.128	6.36	0.0734	0.9929	0.1898	0.8947	0.3548	0.6452	0.3044
ACH-000875	gCSI	ACH-000875	Drug_895	240493	0.796	5.194	5.194	0.1674	0.9922	0.0	0.9704	0.1632	0.8368	0.1246
ACH-000595	gCSI	ACH-000595	Drug_795	243042	0.5436	7.529	7.703	0.0365	0.995	0.2604	1.836	0.3301	0.6699	0.297
ACH-000749	gCSI	ACH-000749	Drug_1214	242474	0.9335		7.671	0.0177	0.9986	0.8914	3.972	0.0191	0.9809	0.0007
ACH-000733	gCSI	ACH-000733	Drug_1005	238064	0.9251		6.245	5.436	0.8784	0.7999	3.993	0.0134	0.9866	0.0034
ACH-001306	gCSI	ACH-001306	Drug_1087	241993	0.5412	6.484	6.484	5.727	0.846	0.0	0.1517	0.4897	0.5103	0.433
ACH-000356	gCSI	ACH-000356	Drug_1127	241856	0.5127	7.963	8.092	0.0558	0.9827	0.2856	2.845	0.481	0.519	0.4468
ACH-000277	gCSI	ACH-000277	Drug_1005	238098	0.9922		4.015	460.3	0.0	0.6693	2.251	0.0	1.0	0.0
ACH-000910	gCSI	ACH-000910	Drug_1214	242656	0.7425		9.012	0.0958	0.9626	0.6917	4.0	0.1622	0.8378	0.1157
ACH-000696	gCSI	ACH-000696	Drug_1105	238659	0.3626	8.137	8.165	0.0158	0.9988	0.0818	2.788	0.3954	0.6046	0.3771
ACH-001306	gCSI	ACH-001306	Drug_1163	237155	0.9237	1.361	1.361	38.99	0.678	0.0	0.2147	0.0681	0.9319	0.0047
ACH-000824	gCSI	ACH-000824	Drug_1105	238596	0.3148	8.984	9.034	0.0363	0.9949	0.1833	4.0	0.5376	0.4624	0.5146
ACH-000223	gCSI	ACH-000223	Drug_201	243348	0.8386	4.93	4.93	0.6922	0.9808	0.0	1.073	0.0647	0.9353	0.0356
ACH-000383	gCSI	ACH-000383	Drug_1087	242285	0.5935	6.443	6.466	0.2075	0.9724	0.0165	0.639	0.4596	0.5404	0.4045
ACH-000856	gCSI	ACH-000856	Drug_1105	238403	0.3693	8.134	8.198	0.0173	0.9991	0.0984	1.497	0.3961	0.6039	0.3648
ACH-000139	gCSI	ACH-000139	Drug_865	240274	0.3369	8.408	8.456	0.0099	0.9994	0.1071	2.195	0.5747	0.4253	0.5491
ACH-000877	gCSI	ACH-000877	Drug_279	241258	0.8897	3.31	3.31	110.0	0.2218	0.0	0.308	0.0242	0.9758	0.0
ACH-000291	gCSI	ACH-000291	Drug_1493	239059	0.7059	6.307	6.517	0.0616	0.9849	0.2991	1.885	0.334	0.666	0.2989
ACH-000927	gCSI	ACH-000927	Drug_1127	241609	0.616	7.369	7.493	0.0063	0.9998	0.3403	4.0	0.3406	0.6594	0.3122
ACH-000768	gCSI	ACH-000768	Drug_988	237805	0.4451	7.446	7.454	0.0113	0.9985	0.0362	4.0	0.3674	0.6326	0.3557
ACH-000541	gCSI	ACH-000541	Drug_865	240190	0.3652	7.989	8.01	0.0253	0.9967	0.0502	2.188	0.5004	0.4996	0.479
ACH-000013	gCSI	ACH-000013	Drug_1493	239056	0.6522	6.325	6.386	0.0429	0.992	0.1255	2.045	0.3867	0.6133	0.3613
ACH-000965	gCSI	ACH-000965	Drug_1087	242315	0.5506	7.324	8.085	0.1009	0.9634	0.3334	0.6272	0.5404	0.4596	0.4893
ACH-000768	gCSI	ACH-000768	Drug_1005	238213	0.8977		6.471	0.0596	0.9401	0.7516	4.0	0.0308	0.9692	0.0152
ACH-000348	gCSI	ACH-000348	Drug_1493	239088	0.5284	6.876	6.89	0.0884	0.9791	0.0209	1.29	0.5617	0.4383	0.5294
ACH-000473	gCSI	ACH-000473	Drug_1493	239090	0.5267	6.84	6.84	0.0441	0.9951	0.0	1.179	0.5603	0.4397	0.5265
ACH-000775	gCSI	ACH-000775	Drug_201	243340	0.802	5.459	5.724	0.0433	0.9961	0.3109	1.594	0.1341	0.8659	0.1052
ACH-000204	gCSI	ACH-000204	Drug_1005	238203	0.9019		6.367	0.2733	0.9316	0.7515	1.798	0.027	0.973	0.0076
ACH-000291	gCSI	ACH-000291	Drug_1214	242693	0.5879		9.083	0.0453	0.9942	0.5118	1.34	0.2658	0.7342	0.2117
ACH-000111	gCSI	ACH-000111	Drug_501	239712	0.884		7.027	0.4367	0.5735	0.7701	4.0	0.1221	0.8779	0.0717
ACH-000783	gCSI	ACH-000783	Drug_988	237594	0.5063	7.113	7.128	0.0126	0.9992	0.053	3.166	0.28	0.72	0.2655
ACH-000886	gCSI	ACH-000886	Drug_201	243316	0.6772	5.937	5.937	0.0671	0.9884	0.0	1.599	0.2477	0.7523	0.2223
ACH-000749	gCSI	ACH-000749	Drug_895	240447	0.792	5.738	6.121	0.0134	0.9992	0.4116	1.965	0.2193	0.7807	0.185
ACH-000877	gCSI	ACH-000877	Drug_1105	238441	0.3337	8.532	8.575	0.0251	0.9967	0.1262	2.903	0.4701	0.5299	0.449
ACH-000954	gCSI	ACH-000954	Drug_1127	241741	0.515	7.685	7.828	0.0264	0.9968	0.2398	1.982	0.4592	0.5408	0.4242
ACH-000965	gCSI	ACH-000965	Drug_1163	237469	0.9335	2.779	2.779	16.73	0.7952	0.0	0.3457	0.0492	0.9508	0.0034
ACH-000861	gCSI	ACH-000861	Drug_201	243372	0.6834	5.885	5.885	0.1875	0.9872	0.0	0.8179	0.2554	0.7446	0.2084
ACH-000936	gCSI	ACH-000936	Drug_1163	237235	0.9437	3.287	3.287	19.96	0.7015	0.0	0.4809	0.0326	0.9674	0.0012
ACH-000139	gCSI	ACH-000139	Drug_1493	239067	0.6143	6.491	6.574	0.106	0.9745	0.101	1.175	0.4419	0.5581	0.4031
ACH-000222	gCSI	ACH-000222	Drug_865	239991	0.6627	6.827	7.467	0.0313	0.998	0.4162	1.211	0.2254	0.7746	0.1798
ACH-000380	gCSI	ACH-000380	Drug_201	243419	0.6463	6.122	6.122	0.0187	0.9986	0.0	2.026	0.2945	0.7055	0.2742
ACH-000768	gCSI	ACH-000768	Drug_279	241433	0.8959	2.716	2.716	87.18	0.4205	0.0	0.2573	0.03	0.97	0.0
ACH-000423	gCSI	ACH-000423	Drug_435	241120	0.9354		5.108	0.1874	0.9731	0.65	4.0	0.0377	0.9623	0.0234
ACH-000168	gCSI	ACH-000168	Drug_1163	237429	0.9974		0.8791	0.0	-0.0	0.9947	0.0	0.0026	0.9974	0.0
ACH-001307	gCSI	ACH-001307	Drug_1214	242403	0.7663		8.166	0.1522	0.9561	0.6633	1.306	0.1036	0.8964	0.0614
ACH-000052	gCSI	ACH-000052	Drug_1127	241594	0.4416	7.573	7.588	0.0196	0.9987	0.0662	4.0	0.5053	0.4947	0.4913
ACH-000541	gCSI	ACH-000541	Drug_1127	241804	0.4598	7.528	7.564	0.0106	0.9994	0.0906	2.408	0.4864	0.5136	0.4645
ACH-000148	gCSI	ACH-000148	Drug_1127	241759	0.3749	8.071	8.133	0.0292	0.9966	0.0924	1.425	0.6195	0.3805	0.5859
ACH-000147	gCSI	ACH-000147	Drug_279	241559	0.9953		0.4516	0.0	-0.0	0.9906	0.0	0.0047	0.9953	0.0
ACH-000473	gCSI	ACH-000473	Drug_1105	238687	0.2632	8.441	8.444	0.0446	0.9942	0.0048	1.403	0.5012	0.4988	0.4718
ACH-000998	gCSI	ACH-000998	Drug_435	240846	0.8101	5.549	6.128	0.0555	0.986	0.4648	1.989	0.2005	0.7995	0.1648
ACH-000315	gCSI	ACH-000315	Drug_1163	237352	1.0		2.643	961.8	0.0	0.8844	1.609	0.0	1.0	0.0
ACH-000998	gCSI	ACH-000998	Drug_501	239643	0.8777		7.5	0.9659	0.3772	0.7895	0.631	0.1337	0.8663	0.0524
ACH-000864	gCSI	ACH-000864	Drug_988	237613	0.6612	6.997	7.128	0.0595	0.9851	0.35	4.0	0.1921	0.8079	0.1718
ACH-000856	gCSI	ACH-000856	Drug_1493	238806	0.5085	7.113	7.157	0.0605	0.9871	0.0659	1.389	0.6008	0.3992	0.5681
ACH-000168	gCSI	ACH-000168	Drug_1214	242679	0.7021		8.907	0.0695	0.9872	0.6348	1.274	0.1822	0.8178	0.1259
ACH-000910	gCSI	ACH-000910	Drug_1105	238619	0.8041		8.129	0.0916	0.9589	0.7154	3.14	0.1198	0.8802	0.0789
ACH-000838	gCSI	ACH-000838	Drug_1493	238782	0.5592	6.663	6.666	0.0091	0.9995	0.008	2.53	0.5113	0.4887	0.4947
ACH-000231	gCSI	ACH-000231	Drug_883	239370	0.8683	2.569	2.569	30.06	0.5582	0.0	0.2086	0.1213	0.8787	0.0379
ACH-000411	gCSI	ACH-000411	Drug_201	243205	0.7761	5.341	5.341	0.0562	0.9983	0.0	1.579	0.1078	0.8922	0.0838
ACH-000663	gCSI	ACH-000663	Drug_435	241075	0.7813	5.105	5.105	0.9756	0.9554	0.0	0.5056	0.2113	0.7887	0.1463
ACH-000470	gCSI	ACH-000470	Drug_1163	237516	0.9809		3.224	0.0	-0.0	0.9618	0.0	0.0191	0.9809	0.0
ACH-000223	gCSI	ACH-000223	Drug_865	240116	0.9019		7.915	0.2452	0.8948	0.8495	1.049	0.0755	0.9245	0.0168
ACH-001307	gCSI	ACH-001307	Drug_1105	238366	0.485	7.793	8.049	0.0364	0.9978	0.2362	1.086	0.307	0.693	0.2624
ACH-000915	gCSI	ACH-000915	Drug_1127	241780	0.475	7.873	8.055	0.0212	0.9983	0.2229	1.412	0.5146	0.4854	0.4724
ACH-000667	gCSI	ACH-000667	Drug_1105	238510	0.3361	8.271	8.312	0.0325	0.9963	0.0762	1.748	0.4334	0.5666	0.4065
ACH-000927	gCSI	ACH-000927	Drug_1087	242018	0.9645	3.61	3.61	15.24	0.6868	0.0	0.8061	0.0176	0.9824	0.0002
ACH-000017	gCSI	ACH-000017	Drug_1127	241921	0.6707	7.333	7.579	0.033	0.996	0.448	4.0	0.2974	0.7026	0.2623
ACH-000696	gCSI	ACH-000696	Drug_435	241073	0.7981	5.183	5.195	0.1087	0.997	0.0135	0.9447	0.163	0.837	0.1234
ACH-000958	gCSI	ACH-000958	Drug_435	241149	0.7349	5.147	5.147	2.589	0.89	0.0	0.322	0.2806	0.7194	0.2021
ACH-000375	gCSI	ACH-000375	Drug_795	242894	0.4984	7.076	7.081	0.0398	0.9931	0.0233	4.0	0.2768	0.7232	0.2659
ACH-000555	gCSI	ACH-000555	Drug_435	240785	0.8045	5.171	5.171	0.1408	0.9653	0.0	1.765	0.1325	0.8675	0.1102
ACH-000247	gCSI	ACH-000247	Drug_1105	238649	0.5709	8.306	8.684	0.0688	0.9734	0.4503	2.659	0.3114	0.6886	0.2706
ACH-000775	gCSI	ACH-000775	Drug_883	239306	0.8319		7.404	0.2385	0.8714	0.7036	0.9316	0.1852	0.8148	0.112
ACH-000910	gCSI	ACH-000910	Drug_895	240628	0.8771		5.792	0.1653	0.9175	0.5887	1.595	0.1184	0.8816	0.0816
ACH-000768	gCSI	ACH-000768	Drug_895	240626	0.8749	4.225	5.3	0.3098	0.9777	0.4393	0.8519	0.1083	0.8917	0.0639
ACH-000430	gCSI	ACH-000430	Drug_988	237938	0.4129	7.567	7.57	0.0244	0.9978	0.0132	4.0	0.406	0.594	0.3952
ACH-000219	gCSI	ACH-000219	Drug_988	237558	0.3876	7.675	7.675	0.0385	0.9951	0.0	4.0	0.4389	0.5611	0.4286
ACH-000223	gCSI	ACH-000223	Drug_1214	242543	0.7633		8.634	0.3647	0.9257	0.6885	0.6667	0.1354	0.8646	0.068
ACH-000624	gCSI	ACH-000624	Drug_201	243347	0.7383	5.584	5.603	0.1181	0.992	0.0241	1.122	0.1731	0.8269	0.1384
ACH-000212	gCSI	ACH-000212	Drug_201	243241	0.6996	5.793	5.793	0.1656	0.9869	0.0	0.9473	0.2274	0.7726	0.1863
ACH-000248	gCSI	ACH-000248	Drug_988	237570	0.3667	7.988	8.004	0.023	0.9967	0.051	2.877	0.4985	0.5015	0.4815
ACH-000260	gCSI	ACH-000260	Drug_865	240319	0.4387	8.378	8.45	0.0141	0.999	0.2432	4.0	0.486	0.514	0.4593
ACH-000411	gCSI	ACH-000411	Drug_883	239168	0.7807	3.943	3.943	12.26	0.7624	0.0	0.2064	0.2091	0.7909	0.1216
ACH-000856	gCSI	ACH-000856	Drug_1214	242440	0.5272	8.684	9.305	0.0424	0.9919	0.464	1.841	0.323	0.677	0.2743
ACH-000565	gCSI	ACH-000565	Drug_501	239883	0.9137		0.0	227.9	0.1828	0.5311	0.0952	0.0859	0.9141	0.0024
ACH-000311	gCSI	ACH-000311	Drug_1163	237266	0.979		7.258	0.27	0.812	0.9613	3.938	0.0229	0.9771	0.0
ACH-000447	gCSI	ACH-000447	Drug_1214	242517	0.8082		8.482	0.0641	0.9865	0.7432	1.634	0.0996	0.9004	0.0543
ACH-000288	gCSI	ACH-000288	Drug_435	240803	0.8565	4.914	5.157	0.1415	0.9869	0.2619	1.326	0.1026	0.8974	0.0727
ACH-000856	gCSI	ACH-000856	Drug_1005	237995	0.6739	5.957	5.957	2.382	0.9536	0.0	2.018	0.0337	0.9663	0.0183
ACH-000304	gCSI	ACH-000304	Drug_795	243200	0.5578	7.229	7.319	0.0088	0.9996	0.2008	2.475	0.2764	0.7236	0.2533
ACH-000017	gCSI	ACH-000017	Drug_1493	239100	0.6097	6.34	6.34	0.0873	0.9892	0.0	0.9834	0.4319	0.5681	0.3912
ACH-000849	gCSI	ACH-000849	Drug_201	243462	0.7795	5.52	5.675	0.0637	0.993	0.2104	1.533	0.1448	0.8552	0.1165
ACH-000505	gCSI	ACH-000505	Drug_988	237867	0.424	7.475	7.476	0.0017	1.0	0.006	4.0	0.3847	0.6153	0.3742
ACH-000409	gCSI	ACH-000409	Drug_279	241476	0.7759	6.188	6.441	250500.0	-0.3797	0.4491	3.925	0.0001	0.9999	0.0
ACH-000423	gCSI	ACH-000423	Drug_279	241522	0.9931		3.243	0.0	-0.0	0.9861	0.0	0.0069	0.9931	0.0
ACH-000573	gCSI	ACH-000573	Drug_1105	238618	0.5063	7.949	8.261	0.0256	0.9984	0.3046	1.307	0.3172	0.6828	0.2742
ACH-000380	gCSI	ACH-000380	Drug_895	240586	0.7328	5.611	5.625	0.1037	0.9901	0.0177	1.089	0.248	0.752	0.2111
ACH-000366	gCSI	ACH-000366	Drug_1105	238711	0.4907	7.575	7.668	0.049	0.9904	0.1669	1.893	0.2505	0.7495	0.2245
ACH-000595	gCSI	ACH-000595	Drug_501	239813	0.9438		10.09	187.1	0.0139	0.9114	0.0794	0.0567	0.9433	0.0
ACH-000247	gCSI	ACH-000247	Drug_1163	237436	0.9618		5.13	0.0	-0.0	0.9235	0.0	0.0382	0.9618	0.0
ACH-000696	gCSI	ACH-000696	Drug_1127	241883	0.4075	7.776	7.798	0.017	0.9984	0.0638	2.763	0.558	0.442	0.5392
ACH-000042	gCSI	ACH-000042	Drug_988	237851	0.5032	7.452	7.51	0.0376	0.9906	0.1509	2.68	0.3361	0.6639	0.315
ACH-000013	gCSI	ACH-000013	Drug_1105	238653	0.3942	8.291	8.416	0.0366	0.9954	0.1766	1.52	0.4086	0.5914	0.3736
ACH-000219	gCSI	ACH-000219	Drug_865	239980	0.2327	8.649	8.651	0.0025	1.0	0.0102	3.371	0.6878	0.3122	0.6749
ACH-000972	gCSI	ACH-000972	Drug_795	242955	0.4715	7.187	7.19	0.0235	0.9983	0.0058	1.658	0.3107	0.6893	0.2858
ACH-000749	gCSI	ACH-000749	Drug_279	241254	0.5517	6.69	6.69	3479.0	0.5714	0.0	4.0	0.0016	0.9984	0.0
ACH-000315	gCSI	ACH-000315	Drug_988	237751	0.5785	6.529	6.529	0.0765	0.9755	0.0	2.107	0.1427	0.8573	0.1236
ACH-000505	gCSI	ACH-000505	Drug_795	243118	0.6084	7.037	7.269	0.0767	0.9843	0.2814	1.548	0.2397	0.7603	0.2056
ACH-000366	gCSI	ACH-000366	Drug_279	241527	0.9312	2.045	2.045	213.2	0.2574	0.0	0.2679	0.0176	0.9824	0.0
ACH-000856	gCSI	ACH-000856	Drug_895	240413	0.6946	5.98	6.033	0.042	0.9934	0.0987	1.801	0.3153	0.6847	0.2895
ACH-000380	gCSI	ACH-000380	Drug_795	243016	0.4462	7.417	7.427	0.0031	0.9999	0.0305	2.588	0.3627	0.6373	0.3457
ACH-000859	gCSI	ACH-000859	Drug_865	240117	0.8526		8.44	0.1293	0.9467	0.8006	1.292	0.1272	0.8728	0.0571
ACH-000776	gCSI	ACH-000776	Drug_435	241068	0.874	4.901	5.052	0.1497	0.9801	0.2817	2.383	0.0711	0.9289	0.0533
ACH-000291	gCSI	ACH-000291	Drug_988	237844	0.4425	7.422	7.428	0.0111	0.9988	0.0243	3.191	0.3653	0.6347	0.3515
ACH-000875	gCSI	ACH-000875	Drug_1087	242115	0.6004	6.986	7.741	0.0843	0.9794	0.3568	0.7194	0.4884	0.5116	0.4316
ACH-000366	gCSI	ACH-000366	Drug_865	240321	0.9338		7.798	0.5772	0.5214	0.8953	4.0	0.0493	0.9507	0.0018
ACH-000447	gCSI	ACH-000447	Drug_501	239690	0.8256		7.415	0.1681	0.815	0.6936	2.663	0.1939	0.8061	0.1359
ACH-000704	gCSI	ACH-000704	Drug_501	239852	0.7199	6.668	7.146	0.2377	0.76	0.4657	2.437	0.3005	0.6995	0.258
ACH-000856	gCSI	ACH-000856	Drug_865	240013	0.3429	8.418	8.446	0.047	0.9853	0.1132	3.958	0.5685	0.4315	0.5504
ACH-000019	gCSI	ACH-000019	Drug_895	240622	0.8199	5.112	5.685	0.1125	0.9908	0.3625	0.9794	0.1722	0.8278	0.127
ACH-000288	gCSI	ACH-000288	Drug_1493	238793	0.54	6.771	6.78	0.0916	0.9888	0.008	0.7897	0.5383	0.4617	0.4922
ACH-000168	gCSI	ACH-000168	Drug_201	243484	0.7019	5.788	5.788	0.0686	0.9923	0.0	1.424	0.2122	0.7878	0.184
ACH-000111	gCSI	ACH-000111	Drug_795	242941	0.732	6.742	7.093	0.0348	0.9952	0.4802	4.0	0.1489	0.8511	0.1256
ACH-000704	gCSI	ACH-000704	Drug_1005	238241	0.8622	3.451	3.451	46.3	0.4102	0.0	0.2729	0.069	0.931	0.0087
ACH-000805	gCSI	ACH-000805	Drug_501	239633	0.8758		7.169	0.2365	0.78	0.7649	2.402	0.1337	0.8663	0.0769
ACH-000805	gCSI	ACH-000805	Drug_795	242862	0.6048	6.922	7.004	0.0288	0.9927	0.2108	2.895	0.2078	0.7922	0.1885
ACH-000147	gCSI	ACH-000147	Drug_1105	238743	0.6699		8.164	0.0615	0.9864	0.5243	1.776	0.2047	0.7953	0.1622
ACH-000473	gCSI	ACH-000473	Drug_201	243529	0.6718	5.958	5.958	0.223	0.9777	0.0	0.8457	0.27	0.73	0.224
ACH-000223	gCSI	ACH-000223	Drug_279	241323	0.9731		4.469	0.0	-0.0	0.9462	0.0	0.0269	0.9731	0.0
ACH-000783	gCSI	ACH-000783	Drug_1087	242035	0.9148	2.336	2.336	18.16	0.7521	0.0	0.259	0.0852	0.9148	0.0168
ACH-000473	gCSI	ACH-000473	Drug_1005	238283	0.7302	5.602	5.602	3.847	0.8135	0.0	0.9043	0.0456	0.9544	0.0168
ACH-000667	gCSI	ACH-000667	Drug_279	241327	0.6742	6.613	6.7	3706.0	0.3725	0.276	4.0	0.0013	0.9987	0.0
ACH-000375	gCSI	ACH-000375	Drug_279	241272	0.8239		8.486	15.62	0.1742	0.7326	0.2291	0.1199	0.8801	0.0303
ACH-000936	gCSI	ACH-000936	Drug_1214	242483	0.5796		9.349	0.1146	0.98	0.5136	0.7495	0.2945	0.7055	0.2235
ACH-000073	gCSI	ACH-000073	Drug_1087	242090	0.9961		6.526	1.307	0.0937	0.9908	4.0	0.0044	0.9956	0.0
ACH-000811	gCSI	ACH-000811	Drug_279	241530	0.8973		0.0	348.6	0.3138	0.6504	0.055	0.0858	0.9142	0.0001
ACH-000687	gCSI	ACH-000687	Drug_1493	238820	0.5387	6.995	7.062	0.0753	0.9803	0.0962	1.371	0.559	0.441	0.5242
ACH-000811	gCSI	ACH-000811	Drug_1005	238310	0.9078	0.7952	0.7952	101.9	0.4687	0.0	0.1732	0.0599	0.9401	0.0005
ACH-001307	gCSI	ACH-001307	Drug_435	240778	0.9075		5.205	0.029	0.9842	0.5392	4.0	0.0612	0.9388	0.0457
ACH-000374	gCSI	ACH-000374	Drug_201	243343	0.7188	5.78	5.822	0.0412	0.9957	0.074	1.672	0.202	0.798	0.1766
ACH-000555	gCSI	ACH-000555	Drug_201	243214	0.7415	5.551	5.551	0.0268	0.9962	0.0	2.266	0.1472	0.8528	0.1294
ACH-000936	gCSI	ACH-000936	Drug_988	237634	0.4723	7.395	7.425	0.0197	0.9977	0.0755	2.356	0.3453	0.6547	0.3252
ACH-000811	gCSI	ACH-000811	Drug_895	240723	0.7916	5.553	5.826	0.0329	0.997	0.3156	1.586	0.203	0.797	0.17
ACH-000380	gCSI	ACH-000380	Drug_1163	237365	0.9709	2.649	2.649	54.87	0.5357	0.0	0.4898	0.0156	0.9844	0.0
ACH-000811	gCSI	ACH-000811	Drug_883	239520	0.8297		6.496	0.1232	0.9665	0.5908	1.274	0.1609	0.8391	0.1126
ACH-000017	gCSI	ACH-000017	Drug_279	241513	0.9263		5.05	57340.0	-0.1251	0.5792	2.314	0.0	1.0	0.0
ACH-000204	gCSI	ACH-000204	Drug_1163	237395	0.9539		6.275	0.175	0.9207	0.8783	4.0	0.0407	0.9593	0.0062
ACH-000329	gCSI	ACH-000329	Drug_1214	242448	0.666		8.55	0.4384	0.9482	0.5461	0.5154	0.1922	0.8078	0.1172
ACH-000447	gCSI	ACH-000447	Drug_201	243322	0.7787	5.402	5.57	0.082	0.9976	0.1605	0.9989	0.1482	0.8518	0.1093
ACH-000449	gCSI	ACH-000449	Drug_501	239832	0.7385		7.245	0.4187	0.566	0.5165	3.926	0.2844	0.7156	0.2427
ACH-000223	gCSI	ACH-000223	Drug_1105	238506	0.8526		8.014	0.0239	0.998	0.7797	1.666	0.0862	0.9138	0.0408
ACH-000855	gCSI	ACH-000855	Drug_895	240599	0.7769	5.69	5.867	0.0479	0.9906	0.283	2.042	0.2197	0.7803	0.1921
ACH-000880	gCSI	ACH-000880	Drug_1105	238377	0.4832	7.784	7.96	0.0605	0.9908	0.2169	1.407	0.2956	0.7044	0.2597
ACH-000796	gCSI	ACH-000796	Drug_1214	242649	0.7858		8.162	0.1986	0.9546	0.6909	1.051	0.0959	0.9041	0.0494
ACH-000811	gCSI	ACH-000811	Drug_1105	238714	0.5472	7.521	7.989	0.1172	0.9847	0.3179	0.937	0.2651	0.7349	0.214
ACH-000696	gCSI	ACH-000696	Drug_279	241475	0.5555	6.668	6.668	291.1	0.7607	0.0006	3.116	0.0032	0.9968	0.0
ACH-000248	gCSI	ACH-000248	Drug_1105	238382	0.4566	7.998	8.052	0.004	0.9999	0.1953	4.0	0.3225	0.6775	0.3043
ACH-000881	gCSI	ACH-000881	Drug_1087	242256	0.3803	8.082	8.267	0.0547	0.9877	0.1177	0.628	0.7412	0.2588	0.7124
ACH-000024	gCSI	ACH-000024	Drug_201	243497	0.6405	6.163	6.164	0.0059	0.9998	0.0035	2.461	0.3041	0.6959	0.2873
ACH-000958	gCSI	ACH-000958	Drug_1214	242771	0.7037	4.819	7.383	1.515	0.9107	0.4699	0.4764	0.114	0.886	0.0507
ACH-000375	gCSI	ACH-000375	Drug_1127	241677	0.5021	7.649	7.737	0.0404	0.9913	0.2007	2.518	0.4638	0.5362	0.4358
ACH-000663	gCSI	ACH-000663	Drug_988	237849	0.4352	7.458	7.462	0.0129	0.9984	0.0213	4.0	0.3751	0.6249	0.364
ACH-000696	gCSI	ACH-000696	Drug_883	239465	0.9397		6.482	0.1355	0.8891	0.8543	4.0	0.0566	0.9434	0.0168
ACH-000861	gCSI	ACH-000861	Drug_1127	241754	0.4974	7.505	7.624	0.0375	0.9952	0.1679	1.493	0.458	0.542	0.422
ACH-000677	gCSI	ACH-000677	Drug_795	243171	0.5933	7.202	7.355	0.0098	0.9995	0.2727	2.236	0.2584	0.7416	0.2312
ACH-000838	gCSI	ACH-000838	Drug_1105	238379	0.3011	8.196	8.196	0.1301	0.9652	0.0	1.236	0.4391	0.5609	0.4061
ACH-000972	gCSI	ACH-000972	Drug_865	240126	0.4498	8.443	8.631	0.04	0.9921	0.2871	1.973	0.4915	0.5085	0.4511
ACH-000183	gCSI	ACH-000183	Drug_501	239809	0.7672		7.237	0.1965	0.877	0.5685	4.0	0.2529	0.7471	0.2085
ACH-000435	gCSI	ACH-000435	Drug_279	241261	0.8691	3.635	3.635	41.88	0.6863	0.0	0.3101	0.0296	0.9704	0.0
ACH-000374	gCSI	ACH-000374	Drug_1127	241724	0.5315	7.632	7.83	0.0548	0.9881	0.266	1.665	0.4436	0.5564	0.4037
ACH-000927	gCSI	ACH-000927	Drug_865	239999	0.9679		9.03	0.3413	0.6888	0.9614	0.9697	0.0299	0.9701	0.0
