DepMap_ID	source	improve_sample_id	improve_chem_id	study	auc	ic50	ec50	ec50se	r2fit	einf	hs	aac1	auc1	dss1
ACH-000885	gCSI	ACH-000885	Drug_1493	239151	0.5089	7.003	7.024	0.0809	0.983	0.0257	1.073	0.5916	0.4084	0.5544
ACH-000775	gCSI	ACH-000775	Drug_1127	241721	0.8032		7.108	0.088	0.983	0.6199	1.254	0.1581	0.8419	0.1075
ACH-000202	gCSI	ACH-000202	Drug_435	240833	0.9013		5.253	0.0699	0.9598	0.5276	4.0	0.0687	0.9313	0.0525
ACH-000599	gCSI	ACH-000599	Drug_279	241483	0.9497		9.385	0.6183	0.4932	0.9433	1.2	0.0353	0.9647	0.0
ACH-000311	gCSI	ACH-000311	Drug_279	241294	0.6846	5.889	5.889	43.28	0.3352	0.0	1.059	0.0069	0.9931	0.0
ACH-000573	gCSI	ACH-000573	Drug_865	240228	0.5558	7.769	8.472	0.0596	0.9911	0.4025	1.01	0.3845	0.6155	0.3246
ACH-000505	gCSI	ACH-000505	Drug_1493	239082	0.6467	6.378	6.508	0.0866	0.9817	0.1549	1.244	0.4008	0.5992	0.3617
ACH-000291	gCSI	ACH-000291	Drug_279	241472	0.9089	1.289	1.289	118.9	0.4954	0.0	0.1925	0.0366	0.9634	0.0
ACH-000383	gCSI	ACH-000383	Drug_865	240262	0.3206	8.711	8.785	0.0196	0.9976	0.1479	2.055	0.6216	0.3784	0.591
ACH-000207	gCSI	ACH-000207	Drug_883	239243	0.7099	5.536	6.838	0.363	0.9531	0.3888	0.5013	0.2966	0.7034	0.2223
ACH-000012	gCSI	ACH-000012	Drug_883	239321	0.3565	8.283	8.355	0.0229	0.9954	0.1133	1.54	0.768	0.232	0.7422
ACH-000663	gCSI	ACH-000663	Drug_501	239868	0.7564		7.403	0.3018	0.7151	0.5704	1.533	0.2703	0.7297	0.2114
ACH-000776	gCSI	ACH-000776	Drug_1163	237441	0.8843	2.528	2.528	33.77	0.5088	0.0	0.2261	0.104	0.896	0.0265
ACH-000168	gCSI	ACH-000168	Drug_895	240651	0.6393	6.193	6.197	0.017	0.9979	0.0152	2.921	0.3867	0.6133	0.372
ACH-000375	gCSI	ACH-000375	Drug_1087	242086	0.719	5.67	5.67	0.3631	0.9172	0.0	0.89	0.2705	0.7295	0.2265
ACH-000273	gCSI	ACH-000273	Drug_1087	242327	0.6385	6.084	6.084	0.4883	0.9644	0.0	0.4575	0.3965	0.6035	0.3309
ACH-000447	gCSI	ACH-000447	Drug_895	240490	0.7799	5.663	5.875	0.0452	0.9926	0.2959	1.832	0.2174	0.7826	0.1874
ACH-000687	gCSI	ACH-000687	Drug_1493	238820	0.5387	6.995	7.062	0.0753	0.9803	0.0962	1.371	0.559	0.441	0.5242
ACH-000663	gCSI	ACH-000663	Drug_279	241477	0.9255		7.581	0.1518	0.8489	0.8752	4.0	0.019	0.981	0.0022
ACH-000796	gCSI	ACH-000796	Drug_1214	242649	0.7858		8.162	0.1986	0.9546	0.6909	1.051	0.0959	0.9041	0.0494
ACH-000915	gCSI	ACH-000915	Drug_279	241372	0.9097	1.246	1.246	193.4	0.2818	0.0	0.1916	0.0364	0.9636	0.0
ACH-000256	gCSI	ACH-000256	Drug_279	241248	0.6902	6.571	6.673	9173.0	-0.4824	0.3047	4.0	0.001	0.999	0.0
ACH-001075	gCSI	ACH-001075	Drug_1105	238487	0.2748	8.871	8.954	0.0545	0.9896	0.12	1.448	0.5601	0.4399	0.5251
ACH-000222	gCSI	ACH-000222	Drug_1493	238784	0.7161	6.192	6.363	0.0635	0.9831	0.2791	2.077	0.3144	0.6856	0.2832
ACH-000017	gCSI	ACH-000017	Drug_1493	239100	0.6097	6.34	6.34	0.0873	0.9892	0.0	0.9834	0.4319	0.5681	0.3912
ACH-000965	gCSI	ACH-000965	Drug_1214	242719	0.6907		8.883	0.0541	0.9934	0.6187	1.198	0.1878	0.8122	0.1311
ACH-000297	gCSI	ACH-000297	Drug_501	239710	0.9535		7.426	0.321	0.641	0.9186	1.437	0.0517	0.9483	0.0
ACH-000168	gCSI	ACH-000168	Drug_1493	239045	0.6076	6.356	6.356	0.022	0.9983	0.0009	4.0	0.434	0.566	0.4237
ACH-000456	gCSI	ACH-000456	Drug_1493	238786	0.6261	6.284	6.294	0.0363	0.9943	0.022	2.015	0.4087	0.5913	0.3875
ACH-000582	gCSI	ACH-000582	Drug_201	243268	0.7369	5.578	5.578	0.0594	0.9946	0.0	1.54	0.1604	0.8396	0.1347
ACH-000796	gCSI	ACH-000796	Drug_883	239419	0.8634		7.628	0.8858	0.4502	0.7729	0.6213	0.1504	0.8496	0.0667
ACH-000624	gCSI	ACH-000624	Drug_1127	241728	0.4247	7.808	7.851	0.0236	0.9969	0.1037	2.365	0.5468	0.4532	0.523
ACH-000680	gCSI	ACH-000680	Drug_1087	242375	0.5768	7.022	7.971	0.1008	0.9735	0.3523	0.5581	0.504	0.496	0.4489
ACH-000958	gCSI	ACH-000958	Drug_1214	242771	0.7037	4.819	7.383	1.515	0.9107	0.4699	0.4764	0.114	0.886	0.0507
ACH-000994	gCSI	ACH-000994	Drug_895	240531	0.872	4.671	4.671	0.2373	0.9975	0.0	0.9411	0.0802	0.9198	0.0462
ACH-000946	gCSI	ACH-000946	Drug_279	241337	0.9255		6.282	0.0	-0.0	0.8511	0.0	0.0745	0.9255	0.0
ACH-000380	gCSI	ACH-000380	Drug_201	243419	0.6463	6.122	6.122	0.0187	0.9986	0.0	2.026	0.2945	0.7055	0.2742
ACH-000856	gCSI	ACH-000856	Drug_279	241220	0.9609		10.75	2.208	0.0712	0.9587	0.4853	0.0344	0.9656	0.0
ACH-000414	gCSI	ACH-000414	Drug_1127	241695	0.4993	7.543	7.605	0.0094	0.9995	0.1667	2.818	0.4547	0.5453	0.4308
ACH-000048	gCSI	ACH-000048	Drug_1087	242382	0.7914	5.349	5.656	0.1828	0.9727	0.249	0.9764	0.1978	0.8022	0.1539
ACH-000811	gCSI	ACH-000811	Drug_883	239520	0.8297		6.496	0.1232	0.9665	0.5908	1.274	0.1609	0.8391	0.1126
ACH-000838	gCSI	ACH-000838	Drug_501	239589	0.9303		6.852	0.4662	0.4916	0.8534	4.0	0.0711	0.9289	0.0222
ACH-000704	gCSI	ACH-000704	Drug_1127	241869	0.5981	6.572	6.693	0.1529	0.985	0.1052	0.8487	0.2854	0.7146	0.2371
ACH-000998	gCSI	ACH-000998	Drug_279	241250	0.9697		4.946	0.0	-0.0	0.9395	0.0	0.0303	0.9697	0.0
ACH-000019	gCSI	ACH-000019	Drug_1214	242650	0.6896		8.33	0.0603	0.9917	0.5697	1.382	0.1502	0.8498	0.1069
ACH-000073	gCSI	ACH-000073	Drug_435	240874	0.9943		2.317	1558000.0	0.0	0.9883	0.0042	0.0057	0.9943	0.0
ACH-000759	gCSI	ACH-000759	Drug_1105	238616	0.9356		7.537	0.0183	0.9978	0.8908	4.0	0.029	0.971	0.0017
ACH-000383	gCSI	ACH-000383	Drug_1087	242285	0.5935	6.443	6.466	0.2075	0.9724	0.0165	0.639	0.4596	0.5404	0.4045
ACH-000374	gCSI	ACH-000374	Drug_1493	238904	0.6957	6.051	6.106	0.0297	0.9947	0.1331	2.428	0.3197	0.6803	0.2981
ACH-000998	gCSI	ACH-000998	Drug_501	239643	0.8777		7.5	0.9659	0.3772	0.7895	0.631	0.1337	0.8663	0.0524
ACH-000505	gCSI	ACH-000505	Drug_201	243521	0.7174	5.683	5.683	0.2217	0.9809	0.0	0.9358	0.2041	0.7959	0.1631
ACH-001075	gCSI	ACH-001075	Drug_1163	237276	0.8049		6.771	0.1273	0.9137	0.5775	3.273	0.1961	0.8039	0.1574
ACH-000012	gCSI	ACH-000012	Drug_1005	238108	0.8615	3.715	3.715	36.0	0.3632	0.0	0.3062	0.0627	0.9373	0.0075
ACH-000704	gCSI	ACH-000704	Drug_988	237833	0.3944	7.647	7.648	0.0065	0.9998	0.0039	3.542	0.4302	0.5698	0.4184
ACH-000447	gCSI	ACH-000447	Drug_1493	238883	0.6299	6.42	6.563	0.0939	0.9857	0.1343	0.9483	0.4233	0.5767	0.3763
ACH-000256	gCSI	ACH-000256	Drug_1005	238023	0.751	5.656	5.684	2778.0	0.7011	0.1128	4.0	0.0014	0.9986	0.0
ACH-000270	gCSI	ACH-000270	Drug_1214	242569	0.7205		8.733	0.1569	0.9659	0.6434	0.9271	0.1622	0.8378	0.1016
ACH-000861	gCSI	ACH-000861	Drug_1127	241754	0.4974	7.505	7.624	0.0375	0.9952	0.1679	1.493	0.458	0.542	0.422
ACH-000450	gCSI	ACH-000450	Drug_1493	239025	0.5628	6.623	6.623	0.0608	0.9809	0.0	2.014	0.5043	0.4957	0.4839
ACH-000505	gCSI	ACH-000505	Drug_988	237867	0.424	7.475	7.476	0.0017	1.0	0.006	4.0	0.3847	0.6153	0.3742
ACH-000875	gCSI	ACH-000875	Drug_1493	238886	0.6284	6.401	6.439	0.0515	0.9879	0.0858	2.147	0.4169	0.5831	0.394
ACH-001306	gCSI	ACH-001306	Drug_1087	241993	0.5412	6.484	6.484	5.727	0.846	0.0	0.1517	0.4897	0.5103	0.433
ACH-000017	gCSI	ACH-000017	Drug_795	243136	0.7189	6.688	6.974	0.0251	0.9935	0.4329	3.051	0.1448	0.8552	0.1216
ACH-000423	gCSI	ACH-000423	Drug_1105	238706	0.6596		8.896	0.0621	0.9803	0.5827	1.892	0.2596	0.7404	0.204
ACH-000796	gCSI	ACH-000796	Drug_201	243454	0.6588	6.042	6.042	0.1777	0.9782	0.0	0.9393	0.2849	0.7151	0.2428
ACH-001306	gCSI	ACH-001306	Drug_435	240777	0.8346	4.992	4.992	0.6499	0.9939	0.0	4.0	0.0787	0.9213	0.0686
ACH-000637	gCSI	ACH-000637	Drug_435	241013	0.752	5.555	5.651	0.068	0.996	0.103	1.045	0.2331	0.7669	0.1935
ACH-000248	gCSI	ACH-000248	Drug_1214	242419	0.7226		8.183	0.2716	0.967	0.5998	0.7531	0.1305	0.8695	0.0736
ACH-000755	gCSI	ACH-000755	Drug_1005	238103	0.8166	5.101	5.101	0.03	0.9995	0.0	4.0	0.1059	0.8941	0.0957
ACH-000012	gCSI	ACH-000012	Drug_795	242951	0.5981	6.948	7.014	0.0024	0.9999	0.1998	3.352	0.2126	0.7874	0.1953
ACH-000714	gCSI	ACH-000714	Drug_435	240992	0.9005	4.571	4.571	2.784	0.9231	0.0	1.697	0.0318	0.9682	0.0148
ACH-000348	gCSI	ACH-000348	Drug_988	237873	0.4	7.6	7.6	0.0293	0.9969	0.0	4.0	0.4194	0.5806	0.4091
ACH-000311	gCSI	ACH-000311	Drug_1214	242514	0.9136		7.797	0.0181	0.9987	0.8635	2.255	0.0286	0.9714	0.0041
ACH-000202	gCSI	ACH-000202	Drug_501	239630	0.8729		7.481	0.6126	0.3846	0.7808	1.052	0.1416	0.8584	0.068
ACH-000111	gCSI	ACH-000111	Drug_279	241319	0.986		7.322	0.0176	1.0	0.9747	4.0	0.0022	0.9978	0.0
ACH-000111	gCSI	ACH-000111	Drug_1005	238097	0.7095	5.746	5.747	431.6	0.9794	0.0023	4.0	0.0027	0.9973	0.0
ACH-000974	gCSI	ACH-000974	Drug_895	240724	0.7621	5.421	5.421	0.0561	0.997	0.0	1.23	0.2005	0.7995	0.1683
ACH-000409	gCSI	ACH-000409	Drug_435	241074	0.976		4.932	1.274	0.9952	0.8452	4.0	0.0099	0.9901	0.0011
ACH-000356	gCSI	ACH-000356	Drug_795	243071	0.5382	7.281	7.359	0.0193	0.9981	0.175	2.426	0.2938	0.7062	0.271
ACH-000936	gCSI	ACH-000936	Drug_1493	238849	0.6232	6.576	6.705	0.065	0.9879	0.1644	1.343	0.4392	0.5608	0.4011
ACH-000674	gCSI	ACH-000674	Drug_865	240254	0.5617	7.859	8.07	0.031	0.995	0.3538	2.525	0.3506	0.6494	0.3153
ACH-000304	gCSI	ACH-000304	Drug_988	237949	0.4701	7.272	7.279	0.0201	0.9988	0.0306	3.928	0.3251	0.6749	0.3136
ACH-000849	gCSI	ACH-000849	Drug_795	243059	0.5092	7.437	7.553	0.0399	0.9951	0.1713	1.567	0.3376	0.6624	0.3052
ACH-000972	gCSI	ACH-000972	Drug_1163	237305	0.8957		6.603	0.0751	0.9727	0.7597	2.807	0.101	0.899	0.0581
ACH-000621	gCSI	ACH-000621	Drug_988	237803	0.4242	7.46	7.461	0.0456	0.9886	0.0017	2.156	0.3822	0.6178	0.3631
ACH-000994	gCSI	ACH-000994	Drug_1127	241745	0.6859		8.339	0.0539	0.9764	0.5657	4.0	0.3205	0.6795	0.2667
ACH-000017	gCSI	ACH-000017	Drug_1127	241921	0.6707	7.333	7.579	0.033	0.996	0.448	4.0	0.2974	0.7026	0.2623
ACH-000231	gCSI	ACH-000231	Drug_795	243001	0.6525	7.665	8.085	0.0292	0.997	0.4896	4.0	0.2789	0.7211	0.2412
ACH-000384	gCSI	ACH-000384	Drug_895	240748	0.8075	5.136	5.136	0.2485	0.9762	0.0	1.146	0.1419	0.8581	0.109
ACH-001075	gCSI	ACH-001075	Drug_1005	238082	0.6577	6.054	6.054	1.754	0.9649	0.0	2.31	0.0418	0.9582	0.027
ACH-000231	gCSI	ACH-000231	Drug_501	239772	0.9121		6.98	0.3102	0.5675	0.823	4.0	0.0919	0.9081	0.0406
ACH-000910	gCSI	ACH-000910	Drug_279	241435	0.9888		7.81	0.0	-0.0	0.9776	0.0	0.0112	0.9888	0.0
ACH-000680	gCSI	ACH-000680	Drug_279	241557	0.9717		10.68	1.202	0.0829	0.9717	4.0	0.027	0.973	0.0
ACH-000304	gCSI	ACH-000304	Drug_1087	242395	0.7095	3.068	3.068	28.83	0.7937	0.0	0.1024	0.3054	0.6946	0.2282
ACH-000114	gCSI	ACH-000114	Drug_865	240332	0.6868		8.051	0.0908	0.9762	0.536	1.333	0.2493	0.7507	0.1945
ACH-000885	gCSI	ACH-000885	Drug_1105	238749	0.484	8.355	8.511	0.0506	0.9842	0.3138	2.744	0.3578	0.6422	0.3264
ACH-000856	gCSI	ACH-000856	Drug_883	239209	0.885		8.279	0.5207	0.3385	0.8381	0.8488	0.1327	0.8673	0.0431
ACH-000886	gCSI	ACH-000886	Drug_1127	241697	0.4532	8.096	8.204	0.0592	0.9781	0.2195	2.333	0.5482	0.4518	0.5149
ACH-000473	gCSI	ACH-000473	Drug_1214	242724	0.6151		9.05	0.0585	0.9925	0.5397	1.115	0.2465	0.7535	0.1876
ACH-000974	gCSI	ACH-000974	Drug_865	240325	0.5982	8.133	8.412	0.0629	0.9544	0.4536	3.709	0.3454	0.6546	0.3047
ACH-000139	gCSI	ACH-000139	Drug_501	239871	0.8339		7.314	0.2925	0.7359	0.6993	3.934	0.1823	0.8177	0.1291
ACH-000012	gCSI	ACH-000012	Drug_865	240122	0.5788	7.605	8.265	0.0671	0.9886	0.4068	1.106	0.3512	0.6488	0.2947
ACH-000954	gCSI	ACH-000954	Drug_1105	238517	0.4754	7.914	8.113	0.0326	0.9972	0.2346	1.377	0.3195	0.6805	0.2815
ACH-000704	gCSI	ACH-000704	Drug_279	241461	0.5325	6.805	6.805	465.5	0.932	0.0	4.0	0.0044	0.9956	0.0003
ACH-000017	gCSI	ACH-000017	Drug_501	239904	0.7945		7.213	0.288	0.7292	0.6163	3.585	0.2225	0.7775	0.175
ACH-000073	gCSI	ACH-000073	Drug_1105	238459	0.3177	8.569	8.601	0.0457	0.9889	0.1103	3.317	0.4848	0.5152	0.4662
ACH-000704	gCSI	ACH-000704	Drug_1005	238241	0.8622	3.451	3.451	46.3	0.4102	0.0	0.2729	0.069	0.931	0.0087
ACH-000972	gCSI	ACH-000972	Drug_988	237704	0.5258	6.845	6.845	0.0151	0.9994	0.0	4.0	0.2215	0.7785	0.2112
ACH-000915	gCSI	ACH-000915	Drug_201	243398	0.6954	5.949	6.005	0.0344	0.9971	0.0886	1.527	0.242	0.758	0.2135
ACH-000356	gCSI	ACH-000356	Drug_883	239438	0.9335	-0.0	0.0	99.89	0.4314	0.0	0.1767	0.0616	0.9384	0.0009
ACH-000811	gCSI	ACH-000811	Drug_1087	242347	0.827	3.314	5.901	0.5328	0.9538	0.476	0.5097	0.1853	0.8147	0.1134
ACH-000375	gCSI	ACH-000375	Drug_1005	238049	0.6686	5.989	5.989	35.9	0.7947	0.0002	3.267	0.0228	0.9772	0.013
ACH-000599	gCSI	ACH-000599	Drug_1493	239070	0.6102	6.507	6.611	0.0964	0.9829	0.1047	0.9767	0.4486	0.5514	0.4038
ACH-000886	gCSI	ACH-000886	Drug_1163	237263	0.9746		6.764	0.5115	0.4472	0.9448	4.0	0.0255	0.9745	0.0
ACH-000998	gCSI	ACH-000998	Drug_1214	242470	0.7061	5.737	5.737	23.44	0.6321	0.0	0.759	0.0156	0.9844	0.0
ACH-000288	gCSI	ACH-000288	Drug_895	240400	0.7243	5.792	5.912	0.0658	0.9933	0.1361	1.145	0.2781	0.7219	0.2395
ACH-000617	gCSI	ACH-000617	Drug_501	239864	0.948		6.923	0.1561	0.7613	0.8933	4.0	0.0538	0.9462	0.0029
ACH-000219	gCSI	ACH-000219	Drug_279	241187	0.9943		3.965	0.0	-0.0	0.9885	0.0	0.0057	0.9943	0.0
ACH-000768	gCSI	ACH-000768	Drug_988	237805	0.4451	7.446	7.454	0.0113	0.9985	0.0362	4.0	0.3674	0.6326	0.3557
ACH-000348	gCSI	ACH-000348	Drug_1493	239088	0.5284	6.876	6.89	0.0884	0.9791	0.0209	1.29	0.5617	0.4383	0.5294
ACH-000998	gCSI	ACH-000998	Drug_1127	241653	0.698	6.418	6.996	0.1552	0.9485	0.3952	1.173	0.2345	0.7655	0.1885
ACH-000364	gCSI	ACH-000364	Drug_201	243594	0.6752	5.949	5.949	0.0541	0.9914	0.0	1.681	0.2503	0.7497	0.226
ACH-000435	gCSI	ACH-000435	Drug_795	242883	0.7035	6.49	6.665	0.012	0.9992	0.3323	2.712	0.1167	0.8833	0.0972
ACH-000148	gCSI	ACH-000148	Drug_1105	238535	0.3369	8.397	8.475	0.0237	0.9984	0.1104	1.396	0.4552	0.5448	0.4207
ACH-000984	gCSI	ACH-000984	Drug_988	237710	0.4907	7.058	7.058	0.0179	0.9986	0.0008	4.0	0.2772	0.7228	0.2669
ACH-000633	gCSI	ACH-000633	Drug_201	243294	0.6453	6.128	6.128	0.0259	0.9983	0.0	1.512	0.2971	0.7029	0.27
ACH-000411	gCSI	ACH-000411	Drug_201	243205	0.7761	5.341	5.341	0.0562	0.9983	0.0	1.579	0.1078	0.8922	0.0838
ACH-000573	gCSI	ACH-000573	Drug_1214	242655	0.7448		8.855	0.3595	0.9339	0.6747	0.5786	0.1585	0.8415	0.0834
ACH-000248	gCSI	ACH-000248	Drug_895	240392	0.725	5.869	5.946	0.0147	0.9992	0.1521	2.042	0.2772	0.7228	0.2526
ACH-000052	gCSI	ACH-000052	Drug_435	240787	0.8721	4.701	4.701	0.7406	0.9677	0.0	1.072	0.0739	0.9261	0.0437
ACH-000012	gCSI	ACH-000012	Drug_1163	237301	0.8909		6.283	3.384	0.5366	0.7263	0.3691	0.1072	0.8928	0.0305
ACH-000380	gCSI	ACH-000380	Drug_501	239787	0.8521		7.093	0.2775	0.7111	0.7131	2.759	0.1574	0.8426	0.1054
ACH-000595	gCSI	ACH-000595	Drug_501	239813	0.9438		10.09	187.1	0.0139	0.9114	0.0794	0.0567	0.9433	0.0
ACH-000733	gCSI	ACH-000733	Drug_865	240079	0.7838		8.335	0.1823	0.8417	0.7008	2.154	0.1832	0.8168	0.1243
ACH-000042	gCSI	ACH-000042	Drug_988	237851	0.5032	7.452	7.51	0.0376	0.9906	0.1509	2.68	0.3361	0.6639	0.315
ACH-000256	gCSI	ACH-000256	Drug_1087	242060	0.9435	3.401	3.401	12.69	0.6464	0.0	0.5131	0.0428	0.9572	0.0058
ACH-000936	gCSI	ACH-000936	Drug_795	242885	0.6214	7.106	7.369	0.0488	0.9921	0.3257	1.737	0.2421	0.7579	0.2086
ACH-000168	gCSI	ACH-000168	Drug_279	241458	0.5916	6.646	6.665	7700.0	0.1672	0.0803	4.0	0.0012	0.9988	0.0
ACH-000383	gCSI	ACH-000383	Drug_988	237840	0.499	7.075	7.081	0.0304	0.9961	0.0244	4.0	0.2764	0.7236	0.2654
ACH-000573	gCSI	ACH-000573	Drug_988	237806	0.4888	7.222	7.244	0.0445	0.9905	0.0543	2.336	0.3083	0.6917	0.2891
ACH-000657	gCSI	ACH-000657	Drug_435	240781	0.8606	4.705	4.705	0.491	0.9891	0.0	0.7985	0.0995	0.9005	0.059
ACH-000954	gCSI	ACH-000954	Drug_501	239727	0.7937	3.276	4.118	14.63	0.6907	0.1555	0.192	0.1998	0.8002	0.111
ACH-000927	gCSI	ACH-000927	Drug_988	237577	0.6073	7.238	7.479	0.0803	0.9753	0.3227	1.868	0.2626	0.7374	0.2296
ACH-000880	gCSI	ACH-000880	Drug_201	243219	0.7295	5.623	5.623	0.0343	0.9951	0.0	2.082	0.1659	0.8341	0.1464
ACH-000247	gCSI	ACH-000247	Drug_1493	239052	0.652	6.42	6.555	0.1221	0.9564	0.1829	1.466	0.3975	0.6025	0.3615
ACH-000674	gCSI	ACH-000674	Drug_501	239851	0.9132		7.722	0.4852	0.4917	0.8601	1.092	0.0989	0.9011	0.022
ACH-000824	gCSI	ACH-000824	Drug_1105	238596	0.3148	8.984	9.034	0.0363	0.9949	0.1833	4.0	0.5376	0.4624	0.5146
ACH-001306	gCSI	ACH-001306	Drug_501	239575	0.8528		6.992	0.0929	0.9658	0.7048	4.0	0.1541	0.8459	0.1073
ACH-000624	gCSI	ACH-000624	Drug_201	243347	0.7383	5.584	5.603	0.1181	0.992	0.0241	1.122	0.1731	0.8269	0.1384
ACH-000505	gCSI	ACH-000505	Drug_1087	242312	0.4599	7.728	8.409	2.664	0.9537	0.0846	0.1183	0.5655	0.4345	0.5173
ACH-000247	gCSI	ACH-000247	Drug_1214	242686	0.8036		8.592	0.4439	0.8545	0.7404	0.7349	0.1098	0.8902	0.047
ACH-000555	gCSI	ACH-000555	Drug_895	240382	0.787	5.267	5.32	0.2568	0.9798	0.0531	0.9091	0.1826	0.8174	0.1405
ACH-000674	gCSI	ACH-000674	Drug_279	241460	0.6498	6.1	6.101	38.89	0.4984	0.0002	1.229	0.007	0.993	0.0
ACH-000288	gCSI	ACH-000288	Drug_883	239196	0.913		6.26	0.6928	0.9049	0.7727	0.5467	0.082	0.918	0.0204
ACH-000621	gCSI	ACH-000621	Drug_279	241431	0.7753	5.24	5.24	44.65	0.3382	0.0	0.6217	0.0141	0.9859	0.0
ACH-000383	gCSI	ACH-000383	Drug_201	243494	0.6991	5.835	5.842	0.01	0.9996	0.02	2.616	0.2166	0.7834	0.2005
ACH-000733	gCSI	ACH-000733	Drug_988	237657	0.5934	6.439	6.439	0.1226	0.9902	0.0	1.361	0.134	0.866	0.1058
ACH-000291	gCSI	ACH-000291	Drug_501	239863	0.9418		6.885	0.2237	0.5862	0.8791	4.0	0.0597	0.9403	0.0097
ACH-000696	gCSI	ACH-000696	Drug_1087	242292	0.6973	5.539	5.731	0.4111	0.992	0.0728	0.356	0.3278	0.6722	0.2535
ACH-000733	gCSI	ACH-000733	Drug_1214	242506	0.7785		7.724	1.27	0.865	0.6396	0.5469	0.092	0.908	0.0338
ACH-000536	gCSI	ACH-000536	Drug_279	241205	0.9833		9.126	7.171	0.1171	0.9782	0.3305	0.0116	0.9884	0.0
ACH-000183	gCSI	ACH-000183	Drug_279	241415	0.9843		9.462	0.0	0.0	0.9686	0.0	0.0157	0.9843	0.0
ACH-000749	gCSI	ACH-000749	Drug_1105	238437	0.3832	8.436	8.51	0.028	0.9951	0.1794	2.609	0.4274	0.5726	0.4023
ACH-000749	gCSI	ACH-000749	Drug_1087	242067	0.9858		5.723	0.1348	0.8787	0.9507	4.0	0.0132	0.9868	0.0
ACH-000657	gCSI	ACH-000657	Drug_1214	242406	0.7318		7.967	0.1453	0.9654	0.5943	1.25	0.1048	0.8952	0.0655
ACH-000430	gCSI	ACH-000430	Drug_279	241566	0.9274	2.167	2.167	148.9	0.3728	0.0	0.2697	0.0185	0.9815	0.0
ACH-000936	gCSI	ACH-000936	Drug_1087	242076	0.7129	4.197	7.385	0.2007	0.9606	0.4874	0.5011	0.338	0.662	0.2644
ACH-000447	gCSI	ACH-000447	Drug_1105	238480	0.4434	8.649	8.874	0.0225	0.9976	0.3146	1.917	0.4224	0.5776	0.3822
ACH-000456	gCSI	ACH-000456	Drug_501	239593	0.9015		7.291	0.2731	0.6942	0.8204	2.078	0.1078	0.8922	0.0456
ACH-000204	gCSI	ACH-000204	Drug_501	239816	0.8325		7.299	0.2234	0.7936	0.6953	2.12	0.1836	0.8164	0.1255
ACH-001075	gCSI	ACH-001075	Drug_795	242926	0.5136	7.163	7.189	0.0033	0.9999	0.0849	3.035	0.2853	0.7147	0.2692
ACH-000824	gCSI	ACH-000824	Drug_201	243438	0.7388	5.655	5.676	0.0028	1.0	0.0649	2.831	0.1661	0.8339	0.1507
ACH-000248	gCSI	ACH-000248	Drug_435	240795	0.6184	6.459	6.51	0.0602	0.9876	0.0876	1.643	0.433	0.567	0.4041
ACH-000375	gCSI	ACH-000375	Drug_795	242894	0.4984	7.076	7.081	0.0398	0.9931	0.0233	4.0	0.2768	0.7232	0.2659
ACH-000696	gCSI	ACH-000696	Drug_1214	242696	0.6908		8.471	0.0471	0.9942	0.5849	1.436	0.1599	0.8401	0.1148
ACH-000881	gCSI	ACH-000881	Drug_865	240233	0.4839	8.476	8.694	0.0294	0.9952	0.3403	2.27	0.4657	0.5343	0.4235
ACH-000270	gCSI	ACH-000270	Drug_1163	237321	0.9805		6.691	0.4114	0.7632	0.9565	1.059	0.0193	0.9807	0.0
ACH-000409	gCSI	ACH-000409	Drug_1127	241884	0.786		7.772	0.0563	0.9889	0.6597	1.588	0.2005	0.7995	0.141
ACH-000111	gCSI	ACH-000111	Drug_501	239712	0.884		7.027	0.4367	0.5735	0.7701	4.0	0.1221	0.8779	0.0717
ACH-001075	gCSI	ACH-001075	Drug_435	240903	0.7304	6.044	6.271	0.0466	0.9923	0.2878	1.64	0.2935	0.7065	0.2581
ACH-000998	gCSI	ACH-000998	Drug_883	239239	0.8426		6.311	0.2006	0.8966	0.5913	1.452	0.1408	0.8592	0.0985
ACH-000470	gCSI	ACH-000470	Drug_895	240740	0.9609		0.0	239.9	0.095	0.5006	0.1637	0.0408	0.9592	0.0
ACH-000288	gCSI	ACH-000288	Drug_988	237578	0.3773	7.737	7.737	0.0632	0.9902	0.0	1.317	0.4555	0.5445	0.4245
ACH-000880	gCSI	ACH-000880	Drug_895	240387	0.8234	5.138	5.237	0.0242	0.9993	0.1464	1.506	0.1298	0.8702	0.1026
ACH-000768	gCSI	ACH-000768	Drug_1105	238617	0.5853	7.624	8.133	0.0728	0.9871	0.3977	1.355	0.2544	0.7456	0.2106
ACH-000875	gCSI	ACH-000875	Drug_895	240493	0.796	5.194	5.194	0.1674	0.9922	0.0	0.9704	0.1632	0.8368	0.1246
ACH-000297	gCSI	ACH-000297	Drug_435	240916	0.931		4.872	0.3791	0.979	0.5314	1.604	0.0354	0.9646	0.0151
ACH-000205	gCSI	ACH-000205	Drug_279	241487	0.8521	1.712	1.712	133.8	0.2555	0.0	0.1545	0.0761	0.9239	0.004
ACH-000202	gCSI	ACH-000202	Drug_988	237608	0.5939	6.697	6.723	0.0277	0.9971	0.1051	4.0	0.1696	0.8304	0.1575
ACH-000366	gCSI	ACH-000366	Drug_1214	242748	0.719		8.055	1.665	0.7758	0.573	0.4509	0.1429	0.8571	0.0697
